bedrooms,square_footage,distance_to_city_center,sea_view,price
2,1188,4.301316030843769,1,165945.2898281631
4,1789,15.646228062278807,1,240990.87984847283
4,1562,18.998659876870423,0,231524.26007184334
2,1200,4.161174151713174,1,211794.7461982782
2,1423,15.648701558110576,1,259104.3686434274
2,1566,14.462868087449959,0,252078.67121399456
2,2126,9.997903880266682,0,283925.20613774227
2,1718,2.1004887506171674,1,264003.79787132924
4,2030,2.419193937399226,0,258031.63878241798
2,2052,17.195878524774304,1,294795.23630263255
1,1652,19.812819082262294,1,284278.47050479456
3,1377,13.844992886548335,0,202946.75380441078
2,874,9.473207833196108,0,165801.37548750284
2,1234,13.303899224636245,1,181964.9174407479
4,902,12.293521325342361,1,154221.98617750662
2,2245,8.288632947706814,1,305485.7084297528
2,1563,2.2468967469062457,0,211022.08177472092
2,1537,16.608746000741377,1,220205.68925227277
4,1605,8.064837055535767,1,283879.97020639223
2,2129,16.556927223784783,1,295230.3456901897
3,897,5.797666244079262,1,154644.33207834637
4,1597,1.0195601170670345,1,234442.1566057461
3,2158,4.019827382258374,0,269218.4477433619
4,1658,9.902248918603103,1,245707.17541712333
2,1234,18.941769064198766,1,171596.54422507872
3,1246,2.9416787741806605,1,222809.77331842764
4,2131,17.229985714769754,1,319891.5812661679
1,1048,11.013457828025379,0,190013.1443547424
2,965,16.692494550198035,0,161954.88244582497
4,2304,6.66911418880986,0,298184.17829769524
1,1783,16.958996128776967,1,239754.9591042435
4,2158,15.683632820319286,1,311499.80298210745
1,1819,5.3710199775972445,0,239921.2641266774
2,1341,3.495367401778183,0,177239.55138810424
3,1558,17.493032128113565,0,232741.40989687358
1,1929,19.301496415362507,1,290919.72892950324
4,2386,1.5947439612028087,1,311809.54869410006
2,880,14.894131272500026,0,154814.71723881806
1,932,18.280965708008548,0,132006.14261533308
4,1596,17.289841749757475,0,244308.5896191659
4,1699,19.325888973133964,1,232786.68072586897
4,937,15.441787490323847,1,158512.38078357838
1,983,9.403676485237295,1,174548.1511512294
1,2224,6.927087819407479,0,298453.8695940729
1,2153,7.094112068324422,0,291426.02869847545
3,1584,14.764030779668222,1,236585.52295173152
1,2331,15.170903228588323,0,306445.7188593704
1,1783,4.80682372742554,1,217222.24287713485
1,868,17.49433345632009,0,131460.76692556898
3,1345,14.583556763842704,0,178712.76959264933
1,852,11.69225544052427,0,166390.3859154585
4,2273,9.959116741947742,0,296572.641629134
1,1004,11.321423310009205,1,180053.7671730966
4,925,4.025669027306025,0,151347.53579024048
4,842,4.87032373624921,1,189201.9473887271
4,910,2.732125317717642,1,160162.4693287278
3,1560,3.919502725061141,1,202578.40519184977
3,2486,9.620179057500371,0,326053.99321665626
3,2006,11.076733480836866,1,280675.14748451964
1,1647,1.3393759570880681,1,254743.12154185967
4,894,16.139158729416522,1,167774.28321697813
3,2197,6.58919149352608,0,257120.8052726852
3,2343,18.32488466423831,0,302418.87675377866
1,1699,19.382714008661775,1,250094.85841915951
3,1159,4.5237186188564324,0,172760.7049669164
1,1699,9.779848524547551,1,277421.3341446221
2,1080,1.0234048681620918,1,157137.65288638705
3,2018,12.368218037326113,0,264602.4822281827
2,2018,12.538822516990754,1,262289.4774553219
1,1466,5.703259156464128,0,147940.7101158309
4,892,11.609840779080761,0,145225.6166090959
3,1471,5.285262706430974,1,221263.09009321162
1,860,4.055683912485611,0,150798.284015258
4,1433,13.37886986924303,0,196838.61996294264
4,1874,7.192583815089423,1,232416.28480506528
2,2226,12.215014838826827,1,282858.87587431615
1,1828,9.231688230461456,0,264055.0208489648
4,2289,19.702676740655175,0,273218.779784515
3,1403,3.8420322106837497,1,244785.526699192
3,1481,9.827373336080393,0,224913.37251946787
2,1333,13.92867590082718,0,184508.72586369218
4,2228,8.515356593719405,0,263676.09503480577
1,1637,19.519297185543106,0,244717.90797538313
3,2336,14.715864930611765,0,287039.7075634335
4,1444,13.482693293725369,0,171428.34385286353
4,1032,15.384126084613243,0,173338.3954547718
2,1323,19.100324122735625,1,220795.43101853156
3,1145,18.248554406708163,1,217278.40125764965
3,1869,14.761420854401827,1,272172.6104144068
1,1345,15.234071142924378,1,201434.09603054784
3,1901,3.7725194066677634,1,288279.83649537654
1,1896,2.953055685360648,0,268716.33649625716
3,1593,11.847185535039122,0,220787.7120472237
2,1048,1.34898510187026,0,157280.93084159459
3,846,10.16477124948024,0,114116.96516263802
1,1944,4.996642018458504,1,255047.79416229978
1,1013,7.574314785251952,0,170602.55023181307
2,1038,15.740289980066166,0,151124.53898277908
3,1879,18.883512580415342,1,239104.99890234123
3,1149,2.3759091707804885,0,236905.51037739223
2,906,11.150601913552457,0,117507.18178824245
3,1630,17.7681362305724,1,287919.0960439686
3,847,2.567662154368004,0,130735.36218521881
1,2396,16.665766891039844,0,296541.6234626437
3,1136,7.798225667637156,0,154953.54739006658
3,1849,7.119799342167371,0,255016.64296584154
2,1603,19.57186133998093,0,191890.44640778878
2,2080,4.8163227073835895,1,244201.5806290084
4,807,14.170684875630938,1,191188.7730253876
1,1424,16.607373832187463,1,204924.23893995417
3,2076,1.782486410306162,1,294313.0055959468
3,1518,13.737323708733832,1,207859.5403164426
4,1102,19.07944951275121,1,205108.14561426724
3,1438,3.3601793678331275,0,230051.01965948555
1,855,18.02820475101573,1,154271.67466720555
4,1525,12.300756110161785,1,191181.55591936127
1,1325,12.715487055387007,0,222933.6217938916
4,1273,12.645939322446512,0,203347.8560917211
4,827,6.677881840408963,1,147767.51624477832
2,877,18.768834490689734,0,143325.37617997194
1,2039,18.999658789989734,1,261486.78547000117
3,2209,12.880788544065009,0,306645.5329208717
3,1164,15.885031792890679,1,184548.20374023245
1,1465,12.632901731742002,0,174742.28011492154
3,1325,10.203570503906771,0,192774.7028822028
3,1498,13.555582247685763,1,210277.5238922721
1,2135,11.50702759924721,1,268953.2222823614
4,1682,12.352041390006672,1,236974.03661976443
1,1830,15.892818514958376,1,262973.5155674866
4,1826,10.137172797530713,1,231246.39128047042
3,2446,1.7743280157569825,0,324090.14251212496
3,1718,4.115990138800448,1,258301.18931071597
3,1549,9.33353711330123,1,223159.50874119598
2,1162,14.771704637607108,0,156118.98259286358
4,2331,12.272294317893396,0,288651.63810061343
2,2097,13.355589531595625,1,304966.4955809122
2,2329,10.106299642949459,0,303444.83036546834
1,1605,12.699098416902613,0,238319.63521747486
2,1538,7.251331318478582,1,218418.11583963284
1,1838,9.933469261236636,0,180568.23104668478
1,2015,15.141302246304157,0,284326.87508147705
2,2454,17.564822800489303,1,321438.4885387976
4,1284,9.239451345171389,1,217543.04698201892
4,827,1.8295714964398626,0,168199.36084102598
4,1513,4.071778338789251,0,253224.06183414825
4,1862,1.396361646539224,1,245101.7512604532
4,2096,13.411997365509272,0,270185.1968260675
2,2054,7.3139778817470695,0,286993.7181529825
2,885,11.307094078667982,0,127867.96666887408
3,2297,10.372260088892192,1,294143.89816863753
4,925,2.549003301496107,0,133213.73008157054
2,1611,8.661965861352805,0,215469.17666251597
3,1336,5.190661373524142,1,202692.85708096268
4,944,8.949595984685402,0,138198.89154721622
1,2348,4.867987326502611,0,268218.8453511261
3,2035,16.968595719261735,1,299123.1044275367
2,824,4.309673394986819,1,181911.45711681576
1,2403,19.25483047825256,1,349881.7111225746
1,2217,8.902239956791874,1,286829.64883070625
1,866,17.07866054836194,0,162513.82371932652
3,1032,12.946531545912958,0,165299.783827512
2,908,14.9716556746493,1,157472.40086505812
1,1969,15.586753873268826,1,289677.74131079833
4,910,10.592052755967337,0,135163.92529707373
1,1027,11.32270994390248,1,171137.82291631747
1,910,10.765921488365775,0,119148.3666941103
3,2293,12.173109183711505,1,297002.1326431912
3,833,1.5584944693736387,0,140056.47141497853
2,1422,8.514788227131291,1,248436.08402711555
4,2192,12.51758555766226,1,289588.8838547974
3,1547,12.356747739861422,0,191014.99092819204
1,1394,16.066165797506997,1,247680.462317436
2,2377,13.445177437810063,0,284931.5399772207
1,1224,19.850533010472773,0,147657.6333824191
1,1412,6.393236043564255,0,197358.49272451783
3,2341,7.823869563658398,0,282416.4653162457
2,1491,8.293095885488128,0,249854.4607964475
4,2105,9.850443333384721,1,296132.5423536366
4,2143,16.883963211842982,1,291015.13453282474
3,2266,5.480049785224987,0,261750.0807075004
3,1114,15.74400393367316,1,196775.3387906959
2,1676,8.700893478629125,0,251684.64574055045
4,2200,12.435252289578163,1,303653.9098143343
4,2112,13.018270131299817,1,271960.541223291
4,2260,8.084124106589755,1,312018.1862883339
1,1461,10.739688898910298,1,220797.70655199885
4,1076,8.847592318306244,0,172196.05822551638
1,2405,2.3135229375457693,0,284860.61446508847
2,2326,9.306142387519705,1,300287.16570853564
1,1423,2.8504744585174913,1,205669.64128062315
2,1315,8.69539518252611,0,205292.46062121028
4,2173,12.265449596803855,1,287268.2192935801
4,1642,12.008883087526515,0,212209.82691627872
2,2269,13.589804301158086,0,265453.5841193317
3,1149,2.8099686511378996,0,176285.2603599043
2,2430,13.390341665078319,1,326529.20687516354
3,2487,6.930813077232495,0,294090.0420488436
1,1622,8.58187297660511,1,222603.3623371453
1,1960,17.30173882453141,0,292474.33767681994
1,1558,1.1715776784614547,1,189076.92773673395
4,1698,12.179840033471503,1,256953.3600807702
1,1042,12.375565621902044,1,206515.85377527119
3,1342,8.536535750527678,0,121631.99264549784
1,1863,5.503529285058388,0,255234.56584405276
2,1028,5.4588067269694704,1,171724.31133356298
2,1347,17.7904837235543,1,219316.33914744234
4,1719,9.398463101874293,1,241334.47226049533
2,2046,7.286897896794267,0,280351.31786131865
3,805,9.526773902796657,0,143425.7737848255
1,2145,13.718417627727865,0,274293.60660455027
4,1267,3.769374796650282,0,161807.47525915326
1,874,9.539242869061017,1,200115.46611121428
1,803,12.169803051097352,1,156883.52192021412
3,1445,19.023083742177242,0,250707.65782029778
2,917,5.798027859432966,0,183750.4016332804
2,1680,7.825764210408666,1,206945.86275989673
1,2429,8.207813208526051,0,284204.9873882092
4,1303,12.505224995252775,0,167013.59237812756
2,1746,7.777909007760032,0,228124.83287413878
4,1373,11.136726580694216,0,197811.64370007033
2,2264,15.854016267055558,0,289525.53749139636
4,993,14.402326288131867,0,178783.73666444552
3,1646,9.481004283739125,1,270112.157528047
4,1514,17.42010737580921,0,230659.80867267738
3,2215,11.604664742283395,0,266983.62808666675
3,1849,11.258210950542038,1,245788.6281731222
4,2258,1.6495675528440055,1,297880.02049410075
3,972,19.74716662678607,1,186495.97384148627
1,2123,3.3364453620629075,0,260604.395766689
3,2468,5.3914873361252855,1,293486.0469430182
2,1125,1.9822399075890123,0,177732.3101253305
4,2233,13.16005636990136,0,273233.73281027266
1,1941,5.26932236248092,0,238584.4064927996
4,1635,4.420198311981746,1,235817.845674829
2,1523,2.6825561002415865,1,219443.2997085176
2,1024,2.9628701853562975,1,167151.41398243612
2,1331,12.108743308409187,1,184151.8655155408
3,912,14.075949451465313,1,166893.0253866995
3,939,8.55020078082362,0,163134.17622854916
4,1358,10.118044550249392,0,197351.9023775505
4,800,14.033386983676698,0,157179.12227385124
1,889,1.330216013524113,0,125294.20756036192
1,1453,7.139482484335293,1,193608.57165981163
4,1119,19.488857213336583,1,187927.42902710836
3,2373,12.022132364213894,0,281926.33381113305
2,938,5.830267018052372,1,157108.43384487124
4,2334,10.912870886088049,1,314291.42980466655
1,1644,7.510416274297391,0,208393.5973550556
3,1058,11.112654787699682,0,137254.95760972195
4,2496,3.389088724326328,1,311314.6498045232
4,1701,3.5215784225662703,1,249861.97654849917
3,1489,3.7273048787484644,0,215093.2644595126
4,809,18.856576046609995,0,154756.74370497194
3,1060,14.925079448485494,0,172852.00160920096
2,2473,4.085255998584097,1,316580.75867998716
3,971,4.578632591546428,0,158387.59827495582
3,1697,14.88576002254665,0,227196.16684730857
3,812,3.967113051051305,1,156345.47928193043
4,1991,5.456664573361745,1,254241.79752936208
4,2465,19.303589823587583,1,328229.2941870081
3,2419,5.850823969840205,1,323298.7366699483
4,1120,13.571014657051789,1,196808.05359732005
1,2142,19.593994460610077,0,248546.61670911906
1,2436,8.11163857565606,0,299881.0348158957
4,1128,1.3328038263791826,1,155788.6103639113
4,1584,5.638798518025111,1,235892.93218178308
3,1576,16.786666635492402,1,222866.58948569192
2,1710,17.4275678831457,1,284426.64279208175
4,2373,15.601867925952034,1,318685.80054889387
1,2242,3.1490865624548876,0,292097.82367770595
3,2429,16.11469706223166,0,344074.80127160146
4,1918,18.45487814287658,0,235879.40284966386
1,2404,12.411581308378485,0,305619.28887230746
1,1117,18.87663177042323,1,167720.09570055467
2,1035,16.70993879052567,0,169352.9095602612
3,1133,13.672458822827238,1,226350.4147404217
3,1175,11.966519497523215,1,181825.59545992583
2,2282,7.622899677597439,1,284892.3635729068
2,1960,4.026461459613298,0,246789.7460594354
3,1387,12.494124531120276,1,256763.40802732587
3,2370,7.04411951874427,0,306842.8381584372
4,1312,17.46233468302526,0,173032.8743003924
4,2119,19.87340180981394,1,322137.91255454236
2,2143,15.296127489695879,1,259446.8038981842
4,1717,2.7191522104539643,1,286990.75868128147
1,2395,6.485026315082124,0,310171.52675784426
4,2172,3.073083003549245,1,325207.690301909
4,1672,13.3597213080426,0,192123.8984863406
1,2052,15.538626426559908,1,286658.14983047365
2,1069,18.587821786733524,1,184116.13236205245
1,1597,9.325274581827765,0,194523.04782198105
4,2114,18.126137342180442,0,245742.5962660624
2,1524,17.679932021785223,0,221981.5911860836
4,1988,7.026718618542573,0,265467.99347154377
1,804,17.509111885270848,0,165454.03687715047
1,1650,8.137772785752803,0,209300.46532633976
4,2202,6.640516216645334,1,291888.0619052065
3,877,13.332418517093469,1,137617.01075962489
3,2233,7.23924332981654,0,308635.3379048032
1,1373,12.97396621825374,1,215477.94486427173
1,931,12.586804304475196,0,164145.1721846397
3,1400,11.705339619620718,1,231910.7777320306
3,1865,8.227974380423156,1,290696.1303362511
4,888,11.421494711378058,0,129082.75801033997
4,1201,12.33322402472301,0,191418.34401930508
3,1095,11.368050881413994,0,165583.85131452617
4,2118,9.44396960227283,1,329835.52612794907
4,1415,1.2786740838790123,0,176652.05346201916
2,2349,12.154172446321867,1,335005.61317843833
4,1599,4.200443317711674,0,220207.0572434238
1,2460,13.208943409996602,1,328861.59358911874
4,1221,15.427542230534455,1,202094.18563621704
4,1846,10.508460873484088,0,267987.5468934778
3,1374,11.304909634615028,1,219229.4888387862
1,942,19.07809263365383,1,143550.73955440737
4,1792,17.09617986607891,0,263338.1613072844
4,1464,18.370493803077927,1,247509.28354417338
2,944,16.46155947807214,0,164973.53342329303
4,2048,3.0694484950878973,0,234965.25165259303
4,1806,3.8308452634336994,0,214253.11542729044
2,1302,11.005852148110232,0,148754.06836933293
3,1620,5.675323517161967,1,244944.25922217724
4,2439,10.057214025782024,1,293137.63004940364
2,903,8.492941152548653,1,130771.45271903103
1,1862,11.438870530178614,0,267719.2176510902
3,997,15.190638606580631,1,193558.91059254724
1,2469,14.594327234886213,1,317833.7303208246
1,1378,10.903448517221353,0,190870.7925934668
2,1190,16.625474957524105,0,129765.8533390832
4,2002,9.186379739222634,1,294328.08825079567
2,1353,18.037571506962326,0,181064.15646370748
2,2271,2.3543251310481144,0,285482.97982818686
2,2323,19.13854057063284,0,242698.02504948672
2,1838,13.439168547195615,0,260670.9449168287
3,2446,8.2214156698069,1,304553.81244718895
4,2492,4.745928404884669,0,275252.1189266552
1,2112,10.104481359428398,0,259760.20798994685
1,1277,4.696608140520718,0,168420.39971155065
4,2054,4.160300547119701,0,280165.50253175717
1,1722,12.72968339084651,0,220456.93924819073
4,1219,10.938609767053908,0,205821.6454157943
1,956,13.731824657607891,0,159368.7646445854
2,1349,18.662511671017796,0,212718.6135797564
1,2264,11.112944053441764,1,302213.14296216314
4,1920,12.037709011993156,0,274660.0341527942
4,1820,2.7029004439439,1,231478.97041631845
4,1796,14.635079932263961,0,240390.0291160185
4,2234,8.598198929278968,0,270970.3828760112
4,1750,19.557779534589,0,263911.4593574407
3,1088,16.640306296317547,0,198000.84124134728
3,2077,10.927139769806248,1,284071.9950696455
1,995,3.341230429271155,0,125640.3931927195
4,1397,17.328900072331194,0,208106.39637199894
1,2345,16.195840813056414,1,279605.7257058529
4,1316,4.507117461203627,1,237576.41470626404
4,2458,6.610287495185892,0,290841.74233487213
3,1664,16.07473790480891,1,244725.96568405454
3,1941,4.519340484400784,1,253640.6487260653
2,1605,18.43729729425617,1,222283.01691311167
3,1982,9.066021078730875,0,268378.83687030646
2,1614,2.653740289165514,0,210154.53660355633
2,1027,16.499224226581337,0,162399.2628917542
2,1015,8.096683977729365,1,156070.52040448788
2,1747,11.003484688921839,0,247922.9268144017
2,814,3.1337825438131643,1,172722.68597464391
1,1980,1.0490962820546654,0,244645.9784034358
3,2471,13.121718910072655,0,329919.3021216741
2,2084,10.7883282363409,1,282311.68103368
4,1980,12.277232813339797,0,270933.7263324463
3,846,16.08113315722981,1,131082.01496201294
3,1123,13.285512355034342,1,196911.37350724541
2,1643,4.320695413720166,0,211630.71835472138
1,929,7.854677863101396,1,170237.78745065062
2,2234,18.211930990967446,0,285319.6136086002
1,894,15.6289493047819,0,150028.47109593064
4,1426,11.576104100797627,1,231902.06663764987
3,1554,5.857254958376174,0,197925.1548470685
4,2115,6.739149534861106,1,297451.1599581434
1,1593,14.907203284127057,0,241704.09930442166
1,2106,17.172310956202644,0,241283.33537849487
4,868,13.757068721081675,0,129267.73239595431
1,2483,16.381069539600393,0,292019.8262597765
4,810,15.566466568807714,0,118142.31729538468
3,2077,3.8443753911821967,1,271028.23230284994
4,1671,9.054951445352739,1,263489.8460306732
3,1349,3.906692215742691,1,236705.08459811992
4,1957,5.469476111237712,1,271758.23745054886
1,1511,17.515932868369998,1,223673.24621722096
4,822,9.984947347030461,1,174450.95305512843
1,1614,11.171803935010557,0,170006.5320824617
4,1145,4.39047333932767,0,146791.66722760067
4,1101,6.933163934927125,1,138333.97383346525
2,1162,5.374677200129529,1,168173.34425295593
1,1195,4.917537125850102,0,156918.41802488503
2,1017,13.121255073003432,0,188414.26509525528
1,940,5.880793105268581,0,92019.15722951449
2,2439,13.00829423438795,1,312670.0951125073
3,1757,2.110637668062524,1,260046.6482775934
4,2033,3.6937134770149354,1,284561.47000388935
1,1784,6.216264826002382,0,261042.89508369906
1,1792,12.343891421018142,0,238892.97528244086
4,2446,13.840983656660143,1,330206.055437953
1,2439,9.411622368811015,1,282135.6745483545
1,1627,9.47002737696735,0,197969.6365249475
2,1482,14.765820176573744,0,170528.8152193264
1,2283,1.3006007435460663,0,290702.462530055
3,1803,7.4807104650101905,0,241914.16426765002
3,1155,16.55543408526542,1,200948.47638830304
4,1807,12.461168794054073,0,220501.91222786554
1,2147,7.407315522352987,0,249244.66217484316
4,1956,18.204971054263805,0,260091.42417306025
3,1687,15.679831821538269,1,234052.19485534643
1,926,6.033013497497935,1,145508.41547210424
1,1929,13.260506912988621,0,239662.46603133294
4,1808,12.319263835590178,0,224944.79119708893
3,1403,8.622570366740671,0,178176.82569080128
1,2201,7.972165504891213,1,269870.72641729354
4,1813,7.527649020738375,1,265237.6198771473
3,850,12.72595988451729,1,193383.9687317998
4,1852,9.405788793132722,0,240322.81038419326
2,2285,16.805399151777017,1,311951.3823152871
1,2119,13.722449706545277,0,279788.78190530674
2,2120,2.3287005084792485,0,271095.6653981021
3,1578,13.163196252735155,0,198343.351560028
2,2230,6.151801293503511,1,331072.82486880344
2,1613,12.26342784141503,0,202885.50364714832
3,2436,13.922506690965577,1,334423.02063869097
4,2228,5.3857545939262295,1,307296.70344382134
2,2169,9.680314252727005,0,233171.32628367073
4,2445,4.616172393562288,0,290831.1578585227
2,1219,1.9944386399436578,1,194629.78835621523
4,2005,8.191052046231512,0,258458.55025160147
3,1782,7.895941165073848,1,259076.38089287226
2,1624,19.914129323380884,0,238110.32212048996
3,1824,9.4806946727552,1,257890.04005096204
2,1366,7.337821439971808,1,217961.26208034478
3,1170,12.029025127616817,1,193015.42082836074
3,1735,2.6865804880476007,1,225396.61710892833
2,1460,19.27164898314145,0,206883.85331896422
2,2254,13.06424086622963,0,297513.9173181762
2,1768,15.341918578876108,1,277246.72693894536
1,2132,4.239080825304433,1,296365.85356353625
4,1960,8.780079207098874,0,278277.0461225354
1,1001,9.031093154527602,0,163292.84152544342
1,2259,16.614322434120652,0,301784.75765043707
3,1112,1.0234969154287794,0,181359.57144331012
2,916,6.716209058711846,0,141091.0937116812
4,2489,19.643491112541774,0,324441.81420762424
3,1736,10.022844326618154,1,230698.52421049078
1,1374,8.267999324636158,0,198830.24651329537
2,1043,3.2767510383352807,0,168078.89205253668
3,1336,19.509127943932295,1,235276.46638595275
2,2425,1.380500762590665,0,310205.4364609215
3,874,15.006424275137618,0,167085.49580426308
2,1185,15.60339629098166,0,174914.0915429624
1,2033,5.629477605213466,0,249506.87570920578
4,1274,13.759610428647708,0,179981.83005661154
1,1217,2.7656537432084085,1,198708.5014805768
4,1146,5.883898062209518,0,132567.00871825972
2,2352,15.970137777553035,1,340420.2082966676
3,1439,17.429037648637266,1,224391.98602089813
1,1738,12.561241840536034,0,222080.58927356562
4,1754,10.629930204589169,1,201320.64089018537
1,1675,4.026776391760626,0,219077.11807231465
4,1562,2.1990716285038534,1,224530.00551273683
1,2002,3.2353315409976138,1,254176.7371575937
4,2005,5.3197887018258765,0,240898.9574483727
4,1463,7.4918155360414955,0,200713.1748791175
2,824,8.237280984708757,0,125353.91130060071
4,2003,7.580113603191068,0,266727.6181251626
2,1509,5.542051311748047,0,189295.3538829937
4,2324,10.684760688282264,1,312034.5489345567
3,1984,16.680436056425037,1,301241.12540443597
3,976,6.314367230958105,1,170925.26636422804
3,1084,18.905353362942428,1,195872.2191606661
4,862,17.593396572753107,1,172049.7260343885
2,1802,4.073520015690082,1,252996.69800019034
2,1461,15.939243178384796,1,223329.4787503222
4,1465,11.917160264037566,0,192231.09570302055
3,955,11.764931881256953,0,155302.71175178484
3,2292,8.429812498105314,1,298649.55607226334
2,1872,10.521906984458186,1,293982.7568569232
3,1766,8.54639677115501,0,247996.06356777574
1,1648,11.254919756438914,0,191671.54196045254
2,1907,12.93105100268008,0,219822.3655369785
3,2184,13.81177232177192,0,273596.6887800987
2,1488,11.117142658629097,1,217052.46178051963
1,947,14.707019279245902,0,148689.63127518445
2,2453,3.6842829362346103,1,330765.37068116356
2,1141,5.027667327142532,1,193528.55164111842
2,1275,16.55596507741113,1,212490.56714786866
2,1886,7.128031579081888,0,271687.9090994488
1,2183,1.4349826745462848,0,241539.66025381157
4,1360,3.922031843692591,1,211239.79260482427
2,1126,5.248674255429914,1,174243.28616876988
2,1964,19.189134869997158,1,305303.2831517856
3,1789,11.887787149686137,0,191556.8614583762
2,1014,18.72188406904884,1,138051.3103202644
3,1234,11.928103659435873,0,186356.77775667896
4,1751,10.107734362619183,1,273879.7983677925
1,1522,6.960826132687825,1,241445.4994926849
1,2141,12.521047944234136,1,274640.9081057629
4,831,3.644762467733067,0,166250.81567389812
1,1469,18.066970918561413,0,181604.11048739654
4,1084,16.75731569768439,1,214128.3416397091
4,2128,7.0330975096580035,0,245531.98374766612
4,1228,19.103153024424593,1,196515.09306546784
1,2300,16.678814580895796,0,301424.7980475863
3,1085,13.659830830865754,0,136905.7587975096
4,1967,3.313476311380221,0,278937.2061065055
2,2247,10.086446437913374,1,293184.34659093036
1,1842,10.616043542088267,0,242553.5444846099
4,817,5.418475808942222,0,158853.25368528615
4,1568,2.5193424928267367,1,213397.16434307038
2,1389,15.75774897896216,1,238595.14821458887
3,2194,3.3186659903635056,1,324770.0044130291
3,1998,12.29152426067372,1,263734.18218374526
3,1809,18.79253430378955,0,268584.0206038207
